,nonsense,arabic,english 
1994,السنوات 0000,السنوات ,the years
1995,رأى 0000,رأى ,opinion
1996,المراقبة 0000,المراقبة ,Monitoring
1997,للقيام 0000,للقيام ,to do
1998,لابأس 0000,لابأس ,There is nothing wrong
1999,النبيذ 0000,النبيذ ,Wine
2000,قف 0000,قف ,Stop
2001,النهر 0000,النهر ,the river
2002,بأنهم 0000,بأنهم ,They are
2003,إشارة 0000,إشارة ,Signal
2004,رأسه 0000,رأسه ,his head
2005,لانه 0000,لانه ,Because he
2006,الجزيرة 0000,الجزيرة ,The island
2007,كاثرين 0000,كاثرين ,Catherine
2008,أكل 0000,أكل ,food
2009,تدفع 0000,تدفع ,Pushing
2010,الأمريكية 0000,الأمريكية ,American
2011,زالت 0000,زالت ,Disintegrate
2012,بأكمله 0000,بأكمله ,entire
2013,جدي 0000,جدي ,Grand
2014,الاطفال 0000,الاطفال ,children
2015,لمعرفة 0000,لمعرفة ,To find out
2016,مر 0000,مر ,bitter
2017,يعجبني 0000,يعجبني ,I like him
2018,الثلاثة 0000,الثلاثة ,Three
2019,ذكي 0000,ذكي ,Clever
2020,ماء 0000,ماء ,Water
2021,البرنامج 0000,البرنامج ,the program
2022,السحر 0000,السحر ,Magic
2023,الشكل 0000,الشكل ,the shape
2024,والان 0000,والان ,And now
2025,بأمر 0000,بأمر ,By order
2026,أموت 0000,أموت ,I die
2027,قدر 0000,قدر ,Saucepan
2028,بسهولة 0000,بسهولة ,Easily
2029,الحقير 0000,الحقير ,Despicable
2030,لاشيء 0000,لاشيء ,no thing
2031,لأنهم 0000,لأنهم ,because they are
2032,قديمة 0000,قديمة ,An old
2033,اتحدث 0000,اتحدث ,I speak
2034,موقف 0000,موقف ,Attitude
2035,أتكلم 0000,أتكلم ,I speak
2036,الحقيبة 0000,الحقيبة ,Satchel
2037,البحرية 0000,البحرية ,Navy
2038,أفترض 0000,أفترض ,I assume
2039,يهمني 0000,يهمني ,I care about
2040,آنا 0000,آنا ,I
2041,يدخل 0000,يدخل ,Enters
2042,مارتن 0000,مارتن ,Martin
2043,اتصال 0000,اتصال ,Contact
2044,تفقد 0000,تفقد ,Lord
2045,ر 0000,ر ,R
2046,أغلق 0000,أغلق ,close
2047,م 0000,م ,M
2048,الموافقة 0000,الموافقة ,Approval
2049,مطعم 0000,مطعم ,Resturant
2050,مدة 0000,مدة ,Period
2051,تقتل 0000,تقتل ,Kill
2052,ملايين 0000,ملايين ,Millions
2053,أخبره 0000,أخبره ,Tell him
2054,يحمل 0000,يحمل ,He carries
2055,الكاميرا 0000,الكاميرا ,Camera
2056,الخامسة 0000,الخامسة ,Fifth
2057,اخبرك 0000,اخبرك ,I tell you
2058,البيض 0000,البيض ,eggs
2059,قضيت 0000,قضيت ,I spent
2060,الوجه 0000,الوجه ,the face
2061,الكون 0000,الكون ,Universe
2062,سفينة 0000,سفينة ,boat
2063,عضو 0000,عضو ,member
2064,البريد 0000,البريد ,Mail
2065,بارد 0000,بارد ,cool
2066,مستوى 0000,مستوى ,level
2067,ابنك 0000,ابنك ,your son
2068,أغنية 0000,أغنية ,Song
2069,بطل 0000,بطل ,a hero
2070,أضع 0000,أضع ,I put
2071,بسيطة 0000,بسيطة ,Simple
2072,أطول 0000,أطول ,Taller
2073,اخبرني 0000,اخبرني ,tell me
2074,عقلك 0000,عقلك ,Your mind
2075,أعتقدت 0000,أعتقدت ,I believed
2076,جدتي 0000,جدتي ,my grandmother
2077,روح 0000,روح ,spirit
2078,فعلنا 0000,فعلنا ,We did
2079,أمزح 0000,أمزح ,I'm kidding
2080,نقول 0000,نقول ,we say
2081,الفيديو 0000,الفيديو ,the video
2082,أخبرت 0000,أخبرت ,I told
2083,أنى 0000,أنى ,that I
2084,وجهه 0000,وجهه ,Face
2085,ولكننا 0000,ولكننا ,But
2086,وكأنه 0000,وكأنه ,As if
2087,متن 0000,متن ,Nostalgia
2088,كارتر 0000,كارتر ,Carter
2089,انى 0000,انى ,that I
2090,سريع 0000,سريع ,fast
2091,رؤيته 0000,رؤيته ,His vision
2092,قلبك 0000,قلبك ,your heart
2093,قابلت 0000,قابلت ,I met
2094,كذبت 0000,كذبت ,Lied
2095,عقد 0000,عقد ,a necklace
2096,جرى 0000,جرى ,he ran
2097,الأسفل 0000,الأسفل ,lower
2098,إسم 0000,إسم ,Noun
2099,تأكل 0000,تأكل ,Eat
2100,نكن 0000,نكن ,Weapon
2101,احصل 0000,احصل ,Get
2102,مكانه 0000,مكانه ,status
2103,وقتك 0000,وقتك ,Your time
2104,لعب 0000,لعب ,game
2105,وحتى 0000,وحتى ,Even
2106,شاهد 0000,شاهد ,See
2107,للجميع 0000,للجميع ,For everyone
2108,أنحاء 0000,أنحاء ,Parts
2109,لتلك 0000,لتلك ,For that
2110,غادر 0000,غادر ,He left
2111,سأحضر 0000,سأحضر ,I will attend
2112,تشارلز 0000,تشارلز ,Charles
2113,يشبه 0000,يشبه ,Resembles
2114,افتح 0000,افتح ,Open
2115,متجر 0000,متجر ,a store
2116,جثة 0000,جثة ,dead body
2117,تخبريني 0000,تخبريني ,Tell me
2118,انتهيت 0000,انتهيت ,I finished
2119,تريدون 0000,تريدون ,You want
2120,يعنى 0000,يعنى ,You know
2121,تسمح 0000,تسمح ,Allow
2122,مصدر 0000,مصدر ,source
2123,كأنه 0000,كأنه ,As if
2124,رأيتك 0000,رأيتك ,I saw you
2125,أترك 0000,أترك ,Leave
2126,ممتع 0000,ممتع ,Interesting
2127,تعرفون 0000,تعرفون ,You know
2128,اعطني 0000,اعطني ,Give me
2129,كلام 0000,كلام ,Every mother
2130,فظيع 0000,فظيع ,Horrible
2131,عنهم 0000,عنهم ,About them
2132,بربك 0000,بربك ,Rabbak
2133,السادسة 0000,السادسة ,Sixth
2134,جينا 0000,جينا ,Gina
2135,طفلة 0000,طفلة ,baby girl
2136,كفاية 0000,كفاية ,Adequacy
2137,غادرت 0000,غادرت ,She left
2138,مرض 0000,مرض ,illness
2139,لدرجة 0000,لدرجة ,Degree
2140,القاعدة 0000,القاعدة ,Al-Qaeda
2141,دم 0000,دم ,blood
2142,بفعل 0000,بفعل ,Action
2143,مسرح 0000,مسرح ,stage
2144,نأخذ 0000,نأخذ ,We take
2145,وجدته 0000,وجدته ,I find it
2146,تترك 0000,تترك ,Leave
2147,فائدة 0000,فائدة ,benefit
2148,تعنين 0000,تعنين ,Enemy
2149,اعمل 0000,اعمل ,Work
2150,قاعدة 0000,قاعدة ,Base
2151,بقوة 0000,بقوة ,Strongly
2152,لوحدي 0000,لوحدي ,alone
2153,بعيدة 0000,بعيدة ,far
2154,لايوجد 0000,لايوجد ,There is no
2155,السبت 0000,السبت ,Saturday
2156,سيارتك 0000,سيارتك ,Your car
2157,الجيدة 0000,الجيدة ,Good
2158,قولي 0000,قولي ,Tell me
2159,قاله 0000,قاله ,He said it
2160,عينيك 0000,عينيك ,Your eyes
2161,احضر 0000,احضر ,Bring
2162,جعلت 0000,جعلت ,Make
2163,روبن 0000,روبن ,Robin
2164,أحدكم 0000,أحدكم ,One of you
2165,اهدأ 0000,اهدأ ,just chill
2166,يتوقف 0000,يتوقف ,Stop
2167,العلاقة 0000,العلاقة ,Relationship
2168,افهم 0000,افهم ,I understand
2169,التصوير 0000,التصوير ,Photography
2170,أتساءل 0000,أتساءل ,I wonder
2171,فمن 0000,فمن ,Not
2172,القرار 0000,القرار ,the decision
2173,المحيط 0000,المحيط ,Ocean
2174,كانا 0000,كانا ,They were
2175,عادت 0000,عادت ,She returned
2176,تشاك 0000,تشاك ,Chuck
2177,تثق 0000,تثق ,Trusted
2178,ادخل 0000,ادخل ,Enter
2179,شهور 0000,شهور ,Months
2180,ياإلهي 0000,ياإلهي ,My God
2181,تسأل 0000,تسأل ,Ask
2182,جامعة 0000,جامعة ,University
2183,ينجح 0000,ينجح ,Success
2184,إياه 0000,إياه ,Its it
2185,الموقف 0000,الموقف ,Situation
2186,الهجوم 0000,الهجوم ,attack
2187,جولة 0000,جولة ,a tour
2188,سوء 0000,سوء ,Ill
2189,تصدق 0000,تصدق ,Charity
2190,هانا 0000,هانا ,Hana
2191,بأكملها 0000,بأكملها ,Entirely
2192,يدفع 0000,يدفع ,Pay
2193,ستأتي 0000,ستأتي ,You will come
2194,تجربة 0000,تجربة ,an experience
2195,أدرك 0000,أدرك ,realized
2196,بصراحة 0000,بصراحة ,Honestly
2197,مريضة 0000,مريضة ,sick
2198,الرابعة 0000,الرابعة ,Fourth
2199,تفضلي 0000,تفضلي ,Help yourself
2200,والده 0000,والده ,mother
2201,هانك 0000,هانك ,Hank
2202,نعتقد 0000,نعتقد ,Believe
2203,الجمعة 0000,الجمعة ,Friday
2204,ننتظر 0000,ننتظر ,we wait
2205,نقل 0000,نقل ,Transfer
2206,أتسائل 0000,أتسائل ,Wonder
2207,اخذ 0000,اخذ ,Taking
2208,الاسم 0000,الاسم ,The name
2209,غبية 0000,غبية ,Stupid
2210,الطرق 0000,الطرق ,Roads
2211,يسمح 0000,يسمح ,Allow
2212,حادثة 0000,حادثة ,incident
2213,السهل 0000,السهل ,Plain
2214,القدوم 0000,القدوم ,Arrival
2215,عمره 0000,عمره ,Age
2216,سابق 0000,سابق ,former
2217,بقيت 0000,بقيت ,Remain
2218,قادرة 0000,قادرة ,able
2219,القارب 0000,القارب ,Boat
2220,أبعد 0000,أبعد ,far
2221,ضربة 0000,ضربة ,a hit
2222,وسيلة 0000,وسيلة ,Instrument
2223,للنوم 0000,للنوم ,To sleep
2224,حياتها 0000,حياتها ,Her life
2225,ضمن 0000,ضمن ,within
2226,القائمة 0000,القائمة ,the list
2227,للمساعدة 0000,للمساعدة ,for help
2228,وقع 0000,وقع ,He fell
2229,المركز 0000,المركز ,Center
2230,المساء 0000,المساء ,Evening
2231,إنقاذ 0000,إنقاذ ,rescue
2232,علـى 0000,علـى ,On
2233,استمر 0000,استمر ,continue
2234,سآخذ 0000,سآخذ ,I'll take
2235,سيقوم 0000,سيقوم ,He will do
2236,الوحش 0000,الوحش ,the monster
2237,حالا 0000,حالا ,Immediately
2238,كلمات 0000,كلمات ,words
2239,الارض 0000,الارض ,Earth
2240,أدنى 0000,أدنى ,minimum
2241,كلوي 0000,كلوي ,renal
2242,أثر 0000,أثر ,Effect
2243,fad 0000,fad ,FAD
2244,تحبين 0000,تحبين ,You like
2245,الثامنة 0000,الثامنة ,Eight
2246,كيم 0000,كيم ,Kim
2247,أساعدك 0000,أساعدك ,I help you
2248,الحقيقه 0000,الحقيقه ,the truth
2249,عزيزتى 0000,عزيزتى ,Darling
2250,تبقي 0000,تبقي ,Stay
2251,لوحة 0000,لوحة ,painting
2252,تكونين 0000,تكونين ,You are
2253,الاثنين 0000,الاثنين ,Monday
2254,وبين 0000,وبين ,Between
2255,احبك 0000,احبك ,I love you
2256,وحيدة 0000,وحيدة ,Lonely
2257,الفرق 0000,الفرق ,the difference
2258,رايان 0000,رايان ,Ryan
2259,مفتاح 0000,مفتاح ,a key
2260,الكذب 0000,الكذب ,Lying
2261,الرابع 0000,الرابع ,the fourth
2262,تجاه 0000,تجاه ,towards
2263,سوزان 0000,سوزان ,Susan
2264,الشاطئ 0000,الشاطئ ,the beach
2265,يسبق 0000,يسبق ,Precedent
2266,السوداء 0000,السوداء ,Black
2267,غاية 0000,غاية ,very
2268,الحفل 0000,الحفل ,Ceremony
2269,الهرب 0000,الهرب ,Escape
2270,الثقة 0000,الثقة ,Confidence
2271,أهو 0000,أهو ,Be
2272,آدم 0000,آدم ,Adam
2273,معجب 0000,معجب ,a fan
2274,بيع 0000,بيع ,Sale
2275,كافية 0000,كافية ,Adequate
2276,اخرس 0000,اخرس ,silent
2277,ضوء 0000,ضوء ,Light
2278,الفوز 0000,الفوز ,the win
2279,تجعلني 0000,تجعلني ,makes me
2280,الكتب 0000,الكتب ,Books
2281,أناس 0000,أناس ,People
2282,آخرى 0000,آخرى ,Other
2283,حظ 0000,حظ ,luck
2284,بعدما 0000,بعدما ,After
2285,عالية 0000,عالية ,High
2286,أنتى 0000,أنتى ,you
2287,شاحنة 0000,شاحنة ,Truck
2288,عنوان 0000,عنوان ,Title
2289,بالدخول 0000,بالدخول ,Entry
2290,حلم 0000,حلم ,Dream
2291,أصل 0000,أصل ,Origin
2292,كلاهما 0000,كلاهما ,Both
2293,ايتها 0000,ايتها ,O
2294,أحيانا 0000,أحيانا ,sometimes
2295,مليئة 0000,مليئة ,Filled
2296,النادي 0000,النادي ,Club
2297,ثق 0000,ثق ,Trust
2298,نسخة 0000,نسخة ,Copy
2299,ابحث 0000,ابحث ,Search
2300,بالأسفل 0000,بالأسفل ,Below
2301,عمر 0000,عمر ,Omar
2302,القسم 0000,القسم ,Section
2303,إبني 0000,إبني ,my son
2304,قرار 0000,قرار ,resolution
2305,ذاهبون 0000,ذاهبون ,They are going
2306,عرف 0000,عرف ,He knew
2307,الفور 0000,الفور ,Immediate
2308,الرقيب 0000,الرقيب ,Sgt
2309,محامي 0000,محامي ,Attorney
2310,أرض 0000,أرض ,a land
2311,زوجها 0000,زوجها ,Her husband
2312,يرغب 0000,يرغب ,He wishes
2313,سيداتي 0000,سيداتي ,Ladies
2314,وكالة 0000,وكالة ,Agency
2315,السن 0000,السن ,Age
2316,ضابط 0000,ضابط ,officer
2317,أرسلت 0000,أرسلت ,I sent
2318,رائعا 0000,رائعا ,Wonderfully
2319,لازلت 0000,لازلت ,I am still
2320,عاما 0000,عاما ,General
2321,المطاف 0000,المطاف ,Decent
2322,الأكبر 0000,الأكبر ,the biggest
2323,أعرفك 0000,أعرفك ,I know you
2324,يتكلم 0000,يتكلم ,Speak
2325,السيئة 0000,السيئة ,Bad
2326,واثقة 0000,واثقة ,Confident
2327,ضغط 0000,ضغط ,pressure
2328,تري 0000,تري ,See
2329,تسمعني 0000,تسمعني ,You hear me
2330,الأموال 0000,الأموال ,Money
2331,نعيش 0000,نعيش ,We live
2332,ضرب 0000,ضرب ,Hit
2333,اصبح 0000,اصبح ,had become
2334,تغادر 0000,تغادر ,Leaving
2335,رحل 0000,رحل ,Gone
2336,آبي 0000,آبي ,My Father
2337,ماما 0000,ماما ,my mom
2338,لاري 0000,لاري ,Brilliant
2339,المسرح 0000,المسرح ,The theater
2340,الكوكب 0000,الكوكب ,Planet
2341,مثله 0000,مثله ,like him
2342,ويجب 0000,ويجب ,And it must
2343,للأسف 0000,للأسف ,Unfortunately
2344,المطعم 0000,المطعم ,Restaurant
2345,إلهى 0000,إلهى ,divine
2346,فإنه 0000,فإنه ,It is
2347,أجلس 0000,أجلس ,Sit
2348,وجهة 0000,وجهة ,Destination
2349,التفاصيل 0000,التفاصيل ,the details
2350,صديقتك 0000,صديقتك ,Your girlfriend
2351,مؤخرتك 0000,مؤخرتك ,your butt
2352,مصاب 0000,مصاب ,Injured
2353,مدهش 0000,مدهش ,Amazing
2354,تخبر 0000,تخبر ,Inform
2355,يستخدم 0000,يستخدم ,Uses
2356,أرجو 0000,أرجو ,Please
2357,الملكة 0000,الملكة ,the Queen
2358,أسود 0000,أسود ,black
2359,هرب 0000,هرب ,to flee
2360,مازالت 0000,مازالت ,still
2361,الحلوى 0000,الحلوى ,Candy
2362,هاتفي 0000,هاتفي ,My phone
2363,البوابة 0000,البوابة ,the gate
2364,وأعتقد 0000,وأعتقد ,And I think
2365,قيادة 0000,قيادة ,Leadership
2366,الحد 0000,الحد ,Limit
2367,الحانة 0000,الحانة ,bar
2368,التحقيقات 0000,التحقيقات ,Investigations
2369,مشكلتك 0000,مشكلتك ,Your problem
2370,الحين 0000,الحين ,now
2371,يرتدي 0000,يرتدي ,Wears
2372,جيف 0000,جيف ,Jeff
2373,جوش 0000,جوش ,Josh
2374,الطيران 0000,الطيران ,Aviation
2375,اشياء 0000,اشياء ,Things
2376,المفاتيح 0000,المفاتيح ,Keys
2377,المرح 0000,المرح ,Fun
2378,وان 0000,وان ,and that
2379,ولدي 0000,ولدي ,And I have
2380,بالشرطة 0000,بالشرطة ,Police
2381,عملنا 0000,عملنا ,Our work
2382,أهمية 0000,أهمية ,Importance
2383,بداخل 0000,بداخل ,inside of
2384,الم 0000,الم ,Pain
2385,جميعكم 0000,جميعكم ,all of you
2386,عنا 0000,عنا ,About us
2387,بو 0000,بو ,father
2388,انتى 0000,انتى ,female
2389,يـا 0000,يـا ,Oh
2390,مسدس 0000,مسدس ,pistol
2391,يعتقدون 0000,يعتقدون ,They believe
2392,تذهبين 0000,تذهبين ,You go
2393,سقط 0000,سقط ,He fell
2394,سيصبح 0000,سيصبح ,It will become
2395,أذكر 0000,أذكر ,I remember
2396,روس 0000,روس ,Russian
2397,بدلا 0000,بدلا ,instead of
2398,نملك 0000,نملك ,We have
2399,سئ 0000,سئ ,Bad
2400,يظن 0000,يظن ,Thinking
2401,جاين 0000,جاين ,Jain
2402,ابقي 0000,ابقي ,Keep
2403,قنبلة 0000,قنبلة ,bomb
2404,أحبه 0000,أحبه ,love it
2405,وقتا 0000,وقتا ,Time
2406,جيسي 0000,جيسي ,Jesse
2407,العامة 0000,العامة ,the public
2408,الرحب 0000,الرحب ,Spacious
2409,الشريط 0000,الشريط ,Ribbon
2410,كاليفورنيا 0000,كاليفورنيا ,California
2411,كتبت 0000,كتبت ,I wrote
2412,ممارسة 0000,ممارسة ,Exercise
2413,بالإمكان 0000,بالإمكان ,It is possible
2414,عندنا 0000,عندنا ,Our
2415,تعطيني 0000,تعطيني ,Give me
2416,النهار 0000,النهار ,Day
2417,أتت 0000,أتت ,Came
2418,فحص 0000,فحص ,to examine
2419,قرب 0000,قرب ,near
2420,كيلي 0000,كيلي ,Kelly
2421,كول 0000,كول ,Cole
2422,يستطيعون 0000,يستطيعون ,They can
2423,يساعد 0000,يساعد ,Assist
2424,لكنى 0000,لكنى ,But
2425,لوقت 0000,لوقت ,Time
2426,تحضر 0000,تحضر ,Attend
2427,الثمن 0000,الثمن ,The price
2428,تنسى 0000,تنسى ,Forgotten
2429,تقديم 0000,تقديم ,Submit
2430,يعتمد 0000,يعتمد ,He approves
2431,الصفقة 0000,الصفقة ,Deal
2432,المسؤول 0000,المسؤول ,Administrator
2433,سانتا 0000,سانتا ,Santa
2434,تعالوا 0000,تعالوا ,Come
2435,شيكاغو 0000,شيكاغو ,Chicago
2436,دعنى 0000,دعنى ,Call
2437,واشنطن 0000,واشنطن ,Washington
2438,تحقيق 0000,تحقيق ,Investigation
2439,بدأنا 0000,بدأنا ,We started
2440,المعركة 0000,المعركة ,Battle
2441,إخباري 0000,إخباري ,news-
2442,أعنى 0000,أعنى ,I mean
2443,تأثير 0000,تأثير ,Effect
2444,اصمت 0000,اصمت ,I am quiet
2445,الراحة 0000,الراحة ,Comforts
2446,جميعهم 0000,جميعهم ,All of them
2447,الوظيفة 0000,الوظيفة ,Function
