nonsense,arabic,english 
دقيقتين 0000,دقيقتين ,Two minutes
يتحدثون 0000,يتحدثون ,they speak
جوليان 0000,جوليان ,Julian
أمسكت 0000,أمسكت ,I caught
الخاطئ 0000,الخاطئ ,Sinner
ثقي 0000,ثقي ,Trustworthy
أبوس 0000,أبوس ,Abous
سنجد 0000,سنجد ,We will find
الدولة 0000,الدولة ,The state
لأخذ 0000,لأخذ ,To take
اكتشف 0000,اكتشف ,Discover
الرصاصة 0000,الرصاصة ,Bullet
للشرطة 0000,للشرطة ,Police
تزوجت 0000,تزوجت ,got married
عدنا 0000,عدنا ,We are back
لجعل 0000,لجعل ,To make
اللورد 0000,اللورد ,Lord
إيمي 0000,إيمي ,Amy
اخبار 0000,اخبار ,News
شأنك 0000,شأنك ,Your affairs
ضعي 0000,ضعي ,Put
التواصل 0000,التواصل ,communication
بندقية 0000,بندقية ,Gun
أتأكد 0000,أتأكد ,make sure
تذكرة 0000,تذكرة ,a ticket
لأمر 0000,لأمر ,To the order
أستخدم 0000,أستخدم ,use
فارغة 0000,فارغة ,Empty
يفعلوا 0000,يفعلوا ,They do
بالنظر 0000,بالنظر ,Looking
ساعه 0000,ساعه ,Hour
التغيير 0000,التغيير ,Change
الجبال 0000,الجبال ,Mountains
إيثان 0000,إيثان ,Ethan
سادتي 0000,سادتي ,My pillow
تركته 0000,تركته ,I left it
صاحبي 0000,صاحبي ,my friend
الأمامي 0000,الأمامي ,Front
مياه 0000,مياه ,waters
عشرين 0000,عشرين ,twenty
المؤكد 0000,المؤكد ,Certain
تسقط 0000,تسقط ,falling off
ميلادي 0000,ميلادي ,ad
أخت 0000,أخت ,sister
اسمح 0000,اسمح ,Allow
النقيب 0000,النقيب ,Captain
مذكرة 0000,مذكرة ,note
نتعامل 0000,نتعامل ,We deal
ليوم 0000,ليوم ,Day
الانترنت 0000,الانترنت ,Internet
هيل 0000,هيل ,cardamom
لآخر 0000,لآخر ,To another
باور 0000,باور ,Power
كارولين 0000,كارولين ,Caroline
نطاق 0000,نطاق ,Domain
المعرفة 0000,المعرفة ,Knowledge
أخطأت 0000,أخطأت ,I made a mistake
المحرك 0000,المحرك ,the engine
ذكرى 0000,ذكرى ,memory
أعطاني 0000,أعطاني ,He gave me
أصحاب 0000,أصحاب ,friends
قبعة 0000,قبعة ,hat
العاصمة 0000,العاصمة ,Capital
مسؤول 0000,مسؤول ,responsible
اسبوع 0000,اسبوع ,a week
هارولد 0000,هارولد ,Harold
الرئيسة 0000,الرئيسة ,Chief
الكامل 0000,الكامل ,Full
الوفاة 0000,الوفاة ,Death
كى 0000,كى ,in order to
قصص 0000,قصص ,Stories
وظيفتي 0000,وظيفتي ,My job
تشاهد 0000,تشاهد ,You see
بالجلوس 0000,بالجلوس ,By sitting
مشهد 0000,مشهد ,Scene
ميلر 0000,ميلر ,Miller
جنود 0000,جنود ,Soldiers
بالسيارة 0000,بالسيارة ,Car
المرحاض 0000,المرحاض ,Toilet
التنين 0000,التنين ,the Dragon
سيستغرق 0000,سيستغرق ,It will take
تعرفني 0000,تعرفني ,do you know me
الأخضر 0000,الأخضر ,the green
مت 0000,مت ,die
ليلى 0000,ليلى ,Layla
حاليا 0000,حاليا ,Currently
حقيقى 0000,حقيقى ,TRUE
الايام 0000,الايام ,the days
أندرو 0000,أندرو ,Andrew
سأفعله 0000,سأفعله ,I will do it
العادة 0000,العادة ,Habit
مكتبك 0000,مكتبك ,Your office
الحيوان 0000,الحيوان ,Animal
بيانات 0000,بيانات ,Data
الصحف 0000,الصحف ,Newspapers
غلطة 0000,غلطة ,mistake
الأمان 0000,الأمان ,Safety
مقبول 0000,مقبول ,Acceptable
المحاكمة 0000,المحاكمة ,Trial
بأفضل 0000,بأفضل ,Best
عندى 0000,عندى ,I have
أقود 0000,أقود ,Lead
بحياتي 0000,بحياتي ,in my life
نتمكن 0000,نتمكن ,We can
حيوانات 0000,حيوانات ,animals
أحسن 0000,أحسن ,better
ملكي 0000,ملكي ,my king
المالية 0000,المالية ,Finance
لحماية 0000,لحماية ,To protect
الأمـر 0000,الأمـر ,Command
الجد 0000,الجد ,Grandpa
what 0000,what ,What
بجوار 0000,بجوار ,next to
الخميس 0000,الخميس ,Thursday
بمفردي 0000,بمفردي ,Alone
جنس 0000,جنس ,sex
تستطيعي 0000,تستطيعي ,You can
متعة 0000,متعة ,Pleasure
باردة 0000,باردة ,cold
اقدر 0000,اقدر ,I can
تيدي 0000,تيدي ,Teddy
يسمع 0000,يسمع ,He hears
نرحل 0000,نرحل ,We leave
الخلفية 0000,الخلفية ,the background
فيجب 0000,فيجب ,It must
اللوم 0000,اللوم ,Blame
أميال 0000,أميال ,Miles
فزت 0000,فزت ,I won
العربة 0000,العربة ,Vehicle
الفن 0000,الفن ,the art
فلوريدا 0000,فلوريدا ,Florida
مذنب 0000,مذنب ,sinner
إضافة 0000,إضافة ,addition
طبق 0000,طبق ,Dish
إثارة 0000,إثارة ,excitement
للعب 0000,للعب ,To play
السكر 0000,السكر ,Sugar
المقبلة 0000,المقبلة ,Future
أيمكن 0000,أيمكن ,Is it possible
معجزة 0000,معجزة ,miracle
دعم 0000,دعم ,to support
تقترب 0000,تقترب ,Close
ولست 0000,ولست ,I am not
جاهزون 0000,جاهزون ,Prejudice
الطلاب 0000,الطلاب ,the students
لكان 0000,لكان ,It would have been
عليكي 0000,عليكي ,on you
الضرائب 0000,الضرائب ,Taxes
للاهتمام 0000,للاهتمام ,Interesting
قادرين 0000,قادرين ,Capable
الواحدة 0000,الواحدة ,One
أقم 0000,أقم ,Set up
مخرج 0000,مخرج ,Director
محادثة 0000,محادثة ,conversation
الصدر 0000,الصدر ,the chest
إنـه 0000,إنـه ,It is
خطاب 0000,خطاب ,Speech
نائمة 0000,نائمة ,sleeping
أبيك 0000,أبيك ,Your father
الدماغ 0000,الدماغ ,the brain
بيرة 0000,بيرة ,beer
اشتريت 0000,اشتريت ,I bought
برج 0000,برج ,tower
سيكونون 0000,سيكونون ,They will be
زلنا 0000,زلنا ,We are removed
كأنني 0000,كأنني ,As if
بطاقات 0000,بطاقات ,Cards
مان 0000,مان ,Mine
صدمة 0000,صدمة ,shock
اما 0000,اما ,As for
أدلة 0000,أدلة ,clues
الأخر 0000,الأخر ,The other
حزين 0000,حزين ,sad
بإسم 0000,بإسم ,Basim
المدينه 0000,المدينه ,City
يصعب 0000,يصعب ,It is difficult
بالسوء 0000,بالسوء ,Badly
جوردن 0000,جوردن ,Jordan
ولذلك 0000,ولذلك ,Therefore
استمتع 0000,استمتع ,Have fun
ماثيو 0000,ماثيو ,Matthew
امى 0000,امى ,my mother
الف 0000,الف ,a thousand
أندي 0000,أندي ,dew
ينام 0000,ينام ,Sleeps
عميق 0000,عميق ,deep
طوني 0000,طوني ,Tony
شأن 0000,شأن ,Affair
أعنيه 0000,أعنيه ,I mean
بالوقت 0000,بالوقت ,At the time
الجسد 0000,الجسد ,Body
الرائد 0000,الرائد ,Pioneer
البشري 0000,البشري ,Human
الجلد 0000,الجلد ,Skin
ناحية 0000,ناحية ,Aspect
مالي 0000,مالي ,Financial
شكر 0000,شكر ,to thank
ضحية 0000,ضحية ,victim
تقتلني 0000,تقتلني ,You kill me
قذر 0000,قذر ,nasty
الآلهة 0000,الآلهة ,Gods
كبار 0000,كبار ,Senior
البحيرة 0000,البحيرة ,the lake
بأحد 0000,بأحد ,By one
جيسون 0000,جيسون ,Jason
البكاء 0000,البكاء ,Crying
تعودي 0000,تعودي ,Return
الآلة 0000,الآلة ,god
تعبث 0000,تعبث ,Tampering
سنبدأ 0000,سنبدأ ,We will start
للقلق 0000,للقلق ,For anxiety
الحذاء 0000,الحذاء ,Shoe
لإنقاذ 0000,لإنقاذ ,To save
الحاكم 0000,الحاكم ,the ruler
بكلمة 0000,بكلمة ,With a word
مادة 0000,مادة ,Matter
ورطة 0000,ورطة ,dilemma
وغير 0000,وغير ,And
اضطررت 0000,اضطررت ,I had to
يرد 0000,يرد ,Respond
أعيد 0000,أعيد ,Repeat
طاقم 0000,طاقم ,crew
حبيبتى 0000,حبيبتى ,My love
الذكريات 0000,الذكريات ,Memories
القراءة 0000,القراءة ,reading
ترسل 0000,ترسل ,Send
سمع 0000,سمع ,he heard
يتصرف 0000,يتصرف ,behave
مميزة 0000,مميزة ,Distinctive
أخبرنى 0000,أخبرنى ,tell me
خارجا 0000,خارجا ,out
معقد 0000,معقد ,Complex
الأسماء 0000,الأسماء ,Names
فيهم 0000,فيهم ,Including
رايت 0000,رايت ,I have seen
تجلب 0000,تجلب ,Bring
للموت 0000,للموت ,For death
آجل 0000,آجل ,Yes
ستجد 0000,ستجد ,You will find
قمة 0000,قمة ,summit
انظرى 0000,انظرى ,Look
طالب 0000,طالب ,Student
نظيفة 0000,نظيفة ,Clean
ماحدث 0000,ماحدث ,What's happened
الحذر 0000,الحذر ,caution
إنذار 0000,إنذار ,Warning
ماالذي 0000,ماالذي ,What
التلفزيون 0000,التلفزيون ,Television
عملاء 0000,عملاء ,Client
تاي 0000,تاي ,Tai
الربيع 0000,الربيع ,spring
لجنة 0000,لجنة ,A committee
بشأنك 0000,بشأنك ,About you
هدوء 0000,هدوء ,calm
خنزير 0000,خنزير ,Pig
تحبه 0000,تحبه ,you love him
تعتبر 0000,تعتبر ,considered as
كارثة 0000,كارثة ,disaster
احتجت 0000,احتجت ,I needed
المأمور 0000,المأمور ,Warden
الفترة 0000,الفترة ,Period
طرف 0000,طرف ,party
بدء 0000,بدء ,Starting
تتعلم 0000,تتعلم ,Learn
احمق 0000,احمق ,Foolish
مسرورة 0000,مسرورة ,Deliberate
الحبل 0000,الحبل ,Cord
بغض 0000,بغض ,Hateful
الهدايا 0000,الهدايا ,Gifts
عامين 0000,عامين ,Two years
سنه 0000,سنه ,Year
مبكر 0000,مبكر ,early
السرقة 0000,السرقة ,Stealing
مؤكد 0000,مؤكد ,Certain
البقية 0000,البقية ,The rest
مفاتيح 0000,مفاتيح ,Keys
البناء 0000,البناء ,Building
نهر 0000,نهر ,River
منع 0000,منع ,Prevent
مزرعة 0000,مزرعة ,Farm
أعرفها 0000,أعرفها ,I know it
برؤيتك 0000,برؤيتك ,See you
بوني 0000,بوني ,Bonnic
يفهم 0000,يفهم ,Understand
بيدي 0000,بيدي ,My hand
بقليل 0000,بقليل ,Slightly
صغيره 0000,صغيره ,Small
المحلية 0000,المحلية ,Local
ابنه 0000,ابنه ,daughter
ننتهي 0000,ننتهي ,We finish
بام 0000,بام ,Bamy
جبان 0000,جبان ,coward
القطع 0000,القطع ,Cut
نظيف 0000,نظيف ,clean
يصنع 0000,يصنع ,Make
قناة 0000,قناة ,Channel
أسم 0000,أسم ,Noun
السكين 0000,السكين ,the knife
جرح 0000,جرح ,injury
رأينا 0000,رأينا ,We saw
الجوية 0000,الجوية ,Air
اجد 0000,اجد ,I find
ستقول 0000,ستقول ,You will say
ستذهبين 0000,ستذهبين ,You will go
الأحلام 0000,الأحلام ,Dreams
ارفع 0000,ارفع ,take up
نتحرك 0000,نتحرك ,We move
رسمي 0000,رسمي ,Official
مضحكة 0000,مضحكة ,Funny
يأتى 0000,يأتى ,Come
الشمالية 0000,الشمالية ,Northern
تخطط 0000,تخطط ,Plans
القليلة 0000,القليلة ,Few
بمفردك 0000,بمفردك ,Alone
الغرب 0000,الغرب ,the West
الحاسوب 0000,الحاسوب ,the computer
الطاقم 0000,الطاقم ,the crew
ممنوع 0000,ممنوع ,Forbidden
يقال 0000,يقال ,It said
اطفال 0000,اطفال ,Children
خذها 0000,خذها ,Take it
المتاعب 0000,المتاعب ,Troubles
ضعيفة 0000,ضعيفة ,Weak
يموتون 0000,يموتون ,They die
الجولة 0000,الجولة ,Tour
كذالك 0000,كذالك ,Likewise
مارج 0000,مارج ,Dagge
دوني 0000,دوني ,Dungeon
مفقودة 0000,مفقودة ,Missing
المقاطعة 0000,المقاطعة ,Boycott
الدرج 0000,الدرج ,Stairs
يتمكن 0000,يتمكن ,Manage
باستخدام 0000,باستخدام ,using
إفتح 0000,إفتح ,Open
كلامك 0000,كلامك ,Your words
الأخ 0000,الأخ ,the brother
حلقة 0000,حلقة ,episode
الأكل 0000,الأكل ,eater
يود 0000,يود ,He would like
أكمل 0000,أكمل ,Complete
درس 0000,درس ,Lesson
الحل 0000,الحل ,The solution
نانسي 0000,نانسي ,Nancy
سنحتاج 0000,سنحتاج ,We will need
المدة 0000,المدة ,Period
الأرضية 0000,الأرضية ,Floor
الدراسة 0000,الدراسة ,the study
جيسيكا 0000,جيسيكا ,Jessica
مانع 0000,مانع ,Mind
بالبحث 0000,بالبحث ,By research
لعنة 0000,لعنة ,a curse
مثلنا 0000,مثلنا ,Like us
انتظار 0000,انتظار ,waiting
الشرير 0000,الشرير ,Wicked
يؤدي 0000,يؤدي ,Lead
مسابقة 0000,مسابقة ,Contest
تشاء 0000,تشاء ,You like
يقدم 0000,يقدم ,Presents
أنجيلا 0000,أنجيلا ,Angela
احتمال 0000,احتمال ,Prospect
أنتهى 0000,أنتهى ,is over
يشير 0000,يشير ,Indicates
الجيران 0000,الجيران ,Neighbour
الشهود 0000,الشهود ,Witnesses
اليابان 0000,اليابان ,Japan
النجاة 0000,النجاة ,Survival
الصراخ 0000,الصراخ ,Screaming
المطلوب 0000,المطلوب ,Required
البنات 0000,البنات ,Girls
السيف 0000,السيف ,Sword
أحظى 0000,أحظى ,Be
إليزابيث 0000,إليزابيث ,Elizabeth
الميت 0000,الميت ,dead
يسوع 0000,يسوع ,Jesus
الأريكة 0000,الأريكة ,a couch
تتركني 0000,تتركني ,Leave me
تينا 0000,تينا ,Tina
بلطف 0000,بلطف ,nicely
برفقة 0000,برفقة ,Accompanied
فكري 0000,فكري ,Intellectual
لإيجاد 0000,لإيجاد ,To find
الطائر 0000,الطائر ,the bird
الصمت 0000,الصمت ,Silence
أبتعد 0000,أبتعد ,step away
للأمر 0000,للأمر ,For the matter
الإسم 0000,الإسم ,The name
أجلب 0000,أجلب ,Bring
ويلي 0000,ويلي ,Fill
المعتاد 0000,المعتاد ,the usual
تذكرت 0000,تذكرت ,I remembered
جايسون 0000,جايسون ,Jason
تحذير 0000,تحذير ,warning
لمجرد 0000,لمجرد ,Merely
أنصت 0000,أنصت ,listen
وكأنني 0000,وكأنني ,As if
لأكثر 0000,لأكثر ,More
وقف 0000,وقف ,stood up
الأضواء 0000,الأضواء ,Lights
غطاء 0000,غطاء ,cover
تتعامل 0000,تتعامل ,Deal
إلين 0000,إلين ,Ellen
بسلام 0000,بسلام ,safely
نلتقي 0000,نلتقي ,We meet
اتعرف 0000,اتعرف ,Learn
كاسل 0000,كاسل ,Cable
بشأنها 0000,بشأنها ,It
أفتح 0000,أفتح ,Open
الشرقي 0000,الشرقي ,Oriental
تتم 0000,تتم ,Complete
الطريقه 0000,الطريقه ,The way
فطيرة 0000,فطيرة ,Pie
سار 0000,سار ,he walked
دواعي 0000,دواعي ,Disagreement
نوم 0000,نوم ,sleep
للوقت 0000,للوقت ,For time
انتما 0000,انتما ,you
دكتورة 0000,دكتورة ,female doctor
أنهي 0000,أنهي ,finish
مجرم 0000,مجرم ,criminal
دانييل 0000,دانييل ,Daniel
الحمد 0000,الحمد ,Praise
الاجتماع 0000,الاجتماع ,the meeting
تصرخ 0000,تصرخ ,Scream
حمراء 0000,حمراء ,Red
شرير 0000,شرير ,evil
يحبك 0000,يحبك ,loves you
تجرؤ 0000,تجرؤ ,Dare
حرارة 0000,حرارة ,heat
والديك 0000,والديك ,your parents
القذارة 0000,القذارة ,Filth
أحتاجك 0000,أحتاجك ,I need you
المحل 0000,المحل ,Shop
غلطتي 0000,غلطتي ,My mistake
سأتحدث 0000,سأتحدث ,I will talk
اسمعني 0000,اسمعني ,listen to me
هذان 0000,هذان ,These two
مباشر 0000,مباشر ,Live
أفقد 0000,أفقد ,Lord
المقابل 0000,المقابل ,Opposite
رخصة 0000,رخصة ,license
أثبت 0000,أثبت ,Proved
سرطان 0000,سرطان ,cancer
المكتبة 0000,المكتبة ,the library
الثلاث 0000,الثلاث ,Three
الطائرات 0000,الطائرات ,Planes
سنتحدث 0000,سنتحدث ,We will talk
سيبقى 0000,سيبقى ,It will remain
للسجن 0000,للسجن ,To be imprisoned
يبدون 0000,يبدون ,They seem
الوزن 0000,الوزن ,weight
لانا 0000,لانا ,Lana
مقعد 0000,مقعد ,seat
صوفيا 0000,صوفيا ,Sofia
تابع 0000,تابع ,Follow
بريء 0000,بريء ,Innocent
فهل 0000,فهل ,So is it?
السابع 0000,السابع ,Seventh
هاهو 0000,هاهو ,there he is
نطلب 0000,نطلب ,We ask
دواء 0000,دواء ,medicine
العدد 0000,العدد ,the number
سنفعله 0000,سنفعله ,We will do it
أبناء 0000,أبناء ,children
ماكان 0000,ماكان ,What was
إجتماع 0000,إجتماع ,meeting
مطلقا 0000,مطلقا ,never
أباك 0000,أباك ,your father
كسرت 0000,كسرت ,Broken
مارثا 0000,مارثا ,Martha
يخص 0000,يخص ,Regards
أتوقف 0000,أتوقف ,I stop
الرياضية 0000,الرياضية ,Sport
تذكري 0000,تذكري ,Remember
بيوم 0000,بيوم ,Day
مغلقة 0000,مغلقة ,Closed
لوثر 0000,لوثر ,Luther
قيل 0000,قيل ,It was said
تعبت 0000,تعبت ,get tired
حريق 0000,حريق ,a fire
بنفسها 0000,بنفسها ,by herself
وليست 0000,وليست ,And not
يذهبون 0000,يذهبون ,They go
يفسر 0000,يفسر ,Explain
نأمل 0000,نأمل ,We hope
تبين 0000,تبين ,Show
الإسبوع 0000,الإسبوع ,the week
أفريقيا 0000,أفريقيا ,Africa
للإهتمام 0000,للإهتمام ,Attention
حالات 0000,حالات ,cases
مارس 0000,مارس ,March
فعلتي 0000,فعلتي ,You did
إد 0000,إد ,so
خزانة 0000,خزانة ,Closet
فتاتي 0000,فتاتي ,my girl
سامي 0000,سامي ,High
أووه 0000,أووه ,Oh
مونيكا 0000,مونيكا ,Monica
أتخيل 0000,أتخيل ,I imagine
الحقائق 0000,الحقائق ,the facts
أسنان 0000,أسنان ,teeth
الموجودة 0000,الموجودة ,Existing
بعضكم 0000,بعضكم ,some of you
تحبها 0000,تحبها ,You love her
الفرنسية 0000,الفرنسية ,French
مرح 0000,مرح ,cheerful
مصابة 0000,مصابة ,Afflicted
شارلوت 0000,شارلوت ,Charlotte
ملفات 0000,ملفات ,Files
تفاصيل 0000,تفاصيل ,details
الرياضة 0000,الرياضة ,Sports
أنهما 0000,أنهما ,They are
أتعلمون 0000,أتعلمون ,You learn
أردنا 0000,أردنا ,We wanted
نيت 0000,نيت ,Nate
مشترك 0000,مشترك ,subscriber
أكلت 0000,أكلت ,Ate
اليمنى 0000,اليمنى ,Right -wing
محترف 0000,محترف ,professional
بيتك 0000,بيتك ,B-Tech
بايبر 0000,بايبر ,Pyper
سروري 0000,سروري ,Pleasure
اعذرني 0000,اعذرني ,Excuse me
اعترف 0000,اعترف ,He confessed
كيني 0000,كيني ,Kenyan
كبيرا 0000,كبيرا ,Greatly
فرانسيس 0000,فرانسيس ,Francis
الأربعة 0000,الأربعة ,Four
مجهول 0000,مجهول ,Unknown
أبوك 0000,أبوك ,Your father
آمين 0000,آمين ,Trustworthy
أقضي 0000,أقضي ,Eliminate
دوما 0000,دوما ,Always
جعله 0000,جعله ,Make
الرجاء 0000,الرجاء ,Please
مبروك 0000,مبروك ,Congrats!
أخمن 0000,أخمن ,I'm guessing
البندقية 0000,البندقية ,Venice
سأجد 0000,سأجد ,prostrate
تشتري 0000,تشتري ,Bought
الحدث 0000,الحدث ,the event
أينما 0000,أينما ,wherever
والت 0000,والت ,Wrap
بنى 0000,بنى ,brown
أصمت 0000,أصمت ,I am quiet
إذ 0000,إذ ,so
الجهة 0000,الجهة ,Entity
المسار 0000,المسار ,Path
تناولت 0000,تناولت ,I took
العيون 0000,العيون ,the eyes
جسد 0000,جسد ,body
ايجاد 0000,ايجاد ,finding
سيادة 0000,سيادة ,sovereignty
الجبن 0000,الجبن ,Cheese
الفطور 0000,الفطور ,Breakfast
المسكينة 0000,المسكينة ,Poor
الزجاج 0000,الزجاج ,the glass
أوقات 0000,أوقات ,Time
المدعي 0000,المدعي ,claimant
تصريح 0000,تصريح ,a permit
التدخين 0000,التدخين ,Smoking
الجواب 0000,الجواب ,Answer
ضروري 0000,ضروري ,Necessary
سأموت 0000,سأموت ,I will die
عيون 0000,عيون ,eyes
لبقية 0000,لبقية ,For the rest
فاشل 0000,فاشل ,failure
اتصلي 0000,اتصلي ,Call
أمانع 0000,أمانع ,Objection
لنتحدث 0000,لنتحدث ,Let's talk
شريكي 0000,شريكي ,Partner
للعالم 0000,للعالم ,for the world
متي 0000,متي ,When
إنتظار 0000,إنتظار ,waiting
شابة 0000,شابة ,Young
ترون 0000,ترون ,You see
محقق 0000,محقق ,investigator
سمعنا 0000,سمعنا ,we heard
التصديق 0000,التصديق ,Ratification
إختبار 0000,إختبار ,a test
تاجر 0000,تاجر ,merchant
الفتيان 0000,الفتيان ,Boys
فريدي 0000,فريدي ,Freded
قميص 0000,قميص ,shirt
سراح 0000,سراح ,Release
الأمس 0000,الأمس ,yesterday
براون 0000,براون ,Brown
إدوارد 0000,إدوارد ,Edward
اسمحوا 0000,اسمحوا ,Allow
واين 0000,واين ,Wayne
قالته 0000,قالته ,I said it
اكره 0000,اكره ,I hate
النقل 0000,النقل ,Transport
مؤسف 0000,مؤسف ,regrettable
مؤسسة 0000,مؤسسة ,Establishment
أصعب 0000,أصعب ,Harder
الخارجية 0000,الخارجية ,External
فلماذا 0000,فلماذا ,So why
روحي 0000,روحي ,my soul
إخبار 0000,إخبار ,News
لوري 0000,لوري ,Laurie
إخرس 0000,إخرس ,silent
وصول 0000,وصول ,Arrival
الكاملة 0000,الكاملة ,Full
الخريطة 0000,الخريطة ,the map
النائب 0000,النائب ,deputy
ركوب 0000,ركوب ,ride
متعبة 0000,متعبة ,tired
فرد 0000,فرد ,An individual
بالسجن 0000,بالسجن ,Imprisonment
سرير 0000,سرير ,bed
الشخصي 0000,الشخصي ,Personal
سأرى 0000,سأرى ,I will see
مستعدين 0000,مستعدين ,Ready
إسمها 0000,إسمها ,Her name
القضايا 0000,القضايا ,Issues
سيأخذ 0000,سيأخذ ,It will take
أجب 0000,أجب ,Reply
فيكتوريا 0000,فيكتوريا ,Victoria
صاحبة 0000,صاحبة ,Owner
لــ 0000,لــ ,For
حر 0000,حر ,free
هتلر 0000,هتلر ,Hitler
خبير 0000,خبير ,expert
العبث 0000,العبث ,Absurdity
سيمون 0000,سيمون ,Simon
خطأك 0000,خطأك ,Your mistake
السقف 0000,السقف ,Roof
النارية 0000,النارية ,Fiery
اتفاق 0000,اتفاق ,an agreement
تسألني 0000,تسألني ,You ask me
الذاكرة 0000,الذاكرة ,memory
جوزيف 0000,جوزيف ,Joseph
النتيجة 0000,النتيجة ,The result
وفى 0000,وفى ,In
اللهي 0000,اللهي ,Lustful
فماذا 0000,فماذا ,So what
اخبر 0000,اخبر ,Tell
نجعل 0000,نجعل ,We make
اجلسي 0000,اجلسي ,Sit
ربحت 0000,ربحت ,Fabricate
مصاص 0000,مصاص ,sucker
رفيقي 0000,رفيقي ,My companion
اسمعوا 0000,اسمعوا ,Listen
كلامي 0000,كلامي ,Rhetoric
تكلمت 0000,تكلمت ,I spoke
مو 0000,مو ,Not
جراحة 0000,جراحة ,surgery
القذرة 0000,القذرة ,Dirty
لنخرج 0000,لنخرج ,let's go out
البيع 0000,البيع ,Sale
كات 0000,كات ,Kat
تدور 0000,تدور ,Spin
عقل 0000,عقل ,mind
فرصه 0000,فرصه ,Chance
وجهها 0000,وجهها ,Face
الينا 0000,الينا ,To us
حظيت 0000,حظيت ,You have
ترتيب 0000,ترتيب ,ranking
ستيوارت 0000,ستيوارت ,Stewart
احضرت 0000,احضرت ,I brought
يؤلم 0000,يؤلم ,Hurts
جرعة 0000,جرعة ,dose
للدخول 0000,للدخول ,To enter
ممن 0000,ممن ,of whom
عشت 0000,عشت ,I lived
التواجد 0000,التواجد ,Existence
تنوي 0000,تنوي ,Intend
القطط 0000,القطط ,the cats
ياسيدي 0000,ياسيدي ,Sir
معرض 0000,معرض ,Exhibition
أرقام 0000,أرقام ,numbers
شارلي 0000,شارلي ,Charlie
السلة 0000,السلة ,Basket
بالخلف 0000,بالخلف ,Backward
حقوق 0000,حقوق ,rights
الساعه 0000,الساعه ,the hour
الوطني 0000,الوطني ,the National
الخزانة 0000,الخزانة ,Cabinet
الجرح 0000,الجرح ,the wound
يثبت 0000,يثبت ,Proven
الحاجة 0000,الحاجة ,the need
ستيفان 0000,ستيفان ,Stephen
المثير 0000,المثير ,Exciting
أقتلك 0000,أقتلك ,Kill you
إبنك 0000,إبنك ,your son
نتوقف 0000,نتوقف ,We stop
بعودتك 0000,بعودتك ,Return you
بويد 0000,بويد ,Paid
حولها 0000,حولها ,Convert
مساعدتنا 0000,مساعدتنا ,Our help
يكونون 0000,يكونون ,They are
أدين 0000,أدين ,Condemn
الاخرى 0000,الاخرى ,The other
جودي 0000,جودي ,Judy
البساطة 0000,البساطة ,Simplicity
مارأيك 0000,مارأيك ,What's your opinion
الوحوش 0000,الوحوش ,Monsters
ثانيه 0000,ثانيه ,second
نبيذ 0000,نبيذ ,wine
للسيد 0000,للسيد ,For the master
كـل 0000,كـل ,All
الكبار 0000,الكبار ,grown ups
ماي 0000,ماي ,water
يؤثر 0000,يؤثر ,impact
مبلغ 0000,مبلغ ,amount
الغالب 0000,الغالب ,Predominantly
متر 0000,متر ,meter
ألمانيا 0000,ألمانيا ,Germany
الشرعي 0000,الشرعي ,Legitimacy
وهى 0000,وهى ,Which
افعله 0000,افعله ,Do it
بشخص 0000,بشخص ,In person
القطعة 0000,القطعة ,Plot
تخاف 0000,تخاف ,Fear
الداخلي 0000,الداخلي ,Internal
لغة 0000,لغة ,language
نوبة 0000,نوبة ,fit
الطلب 0000,الطلب ,the demand
الخاصه 0000,الخاصه ,Special
أشرح 0000,أشرح ,explain
الدراجة 0000,الدراجة ,bicycle
القميص 0000,القميص ,the T-shirt
دو 0000,دو ,Dawn
for 0000,for ,For
بأخذ 0000,بأخذ ,Take
d 0000,d ,D
صديقه 0000,صديقه ,Girlfriend
مزاج 0000,مزاج ,mood
للرجل 0000,للرجل ,For a man
روني 0000,روني ,Ronnie
رجاءا 0000,رجاءا ,Please
الناحية 0000,الناحية ,side
يضحك 0000,يضحك ,Laugh
الصفحة 0000,الصفحة ,the page
اخرجي 0000,اخرجي ,Take out
ساحر 0000,ساحر ,Wizard
التجربة 0000,التجربة ,Experience
ويبدو 0000,ويبدو ,It appears
وحدها 0000,وحدها ,Alone
أخذوا 0000,أخذوا ,They took
منهما 0000,منهما ,who are they
كولونيل 0000,كولونيل ,colonel
لإعادة 0000,لإعادة ,To repeat
أقصى 0000,أقصى ,Maximum
مشتبه 0000,مشتبه ,Suspect
مـع 0000,مـع ,With with
بيري 0000,بيري ,Pyrene
النيل 0000,النيل ,Nile
عملها 0000,عملها ,her job
أحتاجه 0000,أحتاجه ,I need it
be 0000,be ,Be
أمان 0000,أمان ,safety
إغلاق 0000,إغلاق ,Close
صفحة 0000,صفحة ,page
هاتفه 0000,هاتفه ,His phone
لكـن 0000,لكـن ,However
تذاكر 0000,تذاكر ,Tickets
إجابة 0000,إجابة ,Answer
رئيسة 0000,رئيسة ,Chief
سأطلب 0000,سأطلب ,I will ask
أطلقوا 0000,أطلقوا ,They released
جسدك 0000,جسدك ,Your body
يرسل 0000,يرسل ,Sends
بريد 0000,بريد ,Mail
توقع 0000,توقع ,anticipation
جاستن 0000,جاستن ,Justin
ابتعدوا 0000,ابتعدوا ,Get away
طبيعة 0000,طبيعة ,nature
يفتح 0000,يفتح ,Opens
